nom_estab,codigo_act,nombre_act,per_ocu,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,latitud,longitud,fecha_alta
CENTRO DE ESPECIALIDADES DENTALES,621211,Consultorios dentales del sector privado,0 a 5 personas,21376,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63157923,-115.3873538,2014-12
CENTRO DE ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,6 a 10 personas,21060,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50576656,-116.9772999,2019-11
CENTRO DE ESTÃ‰TICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21280,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63799865,-115.4523724,2010-07
CENTRO DE ESTETICA DENTAL BRILLIANT SMILE,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53352527,-117.0382872,2010-07
CENTRO DE IMPLANTOLOGÃA ORAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66594628,-115.4710085,2014-12
CENTRO DE INVESTIGACIONES Y ESPECIALIDAES ODONTOLOGICAS DE TIJUANA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52934744,-117.0383597,2010-07
CENTRO DE ODONTOLOGIA BIOLOGICA,621211,Consultorios dentales del sector privado,0 a 5 personas,22500,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53254934,-117.1200765,2019-11
CENTRO DE ORTODONCIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.54053563,-117.0300003,2014-12
CENTRO DE ORTODONCIA,621211,Consultorios dentales del sector privado,0 a 5 personas,21399,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.61348731,-115.3935387,2010-07
CENTRO DE ORTODONCIA E IMPLANTES,621211,Consultorios dentales del sector privado,0 a 5 personas,22435,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.54275214,-116.9367855,2010-07
CENTRO DE PERIODONCIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53180625,-117.0471712,2010-07
CENTRO DE SALUD DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53057635,-117.0381103,2010-07
CENTRO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53198786,-117.0448701,2014-12
CENTRO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53075226,-117.039469,2010-07
CENTRO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21410,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.5738855,-116.6347834,2010-07
CENTRO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53565859,-117.0333547,2010-07
CENTRO DENTAL CALIFORNIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22054,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5324149,-117.04883,2010-07
CENTRO DENTAL CONORS,621211,Consultorios dentales del sector privado,0 a 5 personas,22214,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5073765,-116.9186746,2010-07
CENTRO DENTAL DE ESPECIALIDADES,621211,Consultorios dentales del sector privado,0 a 5 personas,22104,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50584832,-116.9633902,2010-07
CENTRO DENTAL DEL RIO,621211,Consultorios dentales del sector privado,0 a 5 personas,22414,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52883958,-116.992643,2014-12
CENTRO DENTAL FAMILIAR,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53297406,-117.0355305,2010-07
CENTRO DENTAL FILADELFIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22204,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51130288,-116.849779,2019-11
CENTRO DENTAL INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22420,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50400357,-116.9998895,2019-11
CENTRO DENTAL INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22460,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.48742457,-116.9520034,2010-07
CENTRO DENTAL LATINO,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5335616,-117.0398843,2010-07
CENTRO DENTAL MARIANO,621211,Consultorios dentales del sector privado,0 a 5 personas,22234,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.48116595,-116.8811371,2014-12
CENTRO DENTAL MEDICO,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53637522,-117.0435808,2010-07
CENTRO DENTAL MEXICALI,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66402459,-115.4846253,2010-07
CENTRO DENTAL OTAY,621211,Consultorios dentales del sector privado,0 a 5 personas,22435,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.54125478,-116.9318004,2014-12
CENTRO DENTAL PLAZA,621211,Consultorios dentales del sector privado,0 a 5 personas,22206,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49848191,-116.8912382,2010-07
CENTRO DENTAL ROSARITO,621211,Consultorios dentales del sector privado,0 a 5 personas,22710,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.3383696,-117.0541795,2014-12
CENTRO DENTAL ROSETE,621211,Consultorios dentales del sector privado,0 a 5 personas,22117,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49143244,-116.9538821,2010-07
CENTRO DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,0 a 5 personas,21339,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.61621327,-115.4885502,2014-12
CENTRO DENTAL TIJUANA,621211,Consultorios dentales del sector privado,0 a 5 personas,22115,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49963317,-116.9664077,2010-07
CENTRO INTEGRAL DE ODONTOLOGIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22320,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5188354,-117.0122126,2012-06
CENTRO MEDICO DEL PARQUE,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53281942,-117.0450337,2014-12
CENTRO MEDICO DEL PARQUE,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.87019547,-116.6256463,2019-11
CENTRO MEDICO DENTAL DENTICER,621211,Consultorios dentales del sector privado,6 a 10 personas,21400,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57473012,-116.6330383,2010-07
CENTRO MEDICO Y DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22427,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52997915,-116.9722991,2010-07
CENTRO MEDICO Y DENTAL MOCTEZUMA,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.87113891,-116.6267744,2019-11
CENTRO MEDICOPLAZA ARCOIRIS,621211,Consultorios dentales del sector privado,0 a 5 personas,21353,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.60189866,-115.4522337,2010-07
CENTRO ODONTODOLOGICO,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53538871,-117.0453324,2010-07
CENTRO ODONTOLOGICO,621211,Consultorios dentales del sector privado,0 a 5 personas,22320,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53126185,-117.0237573,2014-12
CENTRO ODONTOLOGICO,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.87120997,-116.6250504,2010-07
CENTRO ODONTOLOGICO AVANZADO,621211,Consultorios dentales del sector privado,0 a 5 personas,22420,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52954722,-116.977551,2010-07
CENTRO ODONTOLOGICO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.86430344,-116.6203808,2019-11
CENTRO ODONTOLOGICO INFANTIL,621211,Consultorios dentales del sector privado,0 a 5 personas,22040,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51833239,-117.0239122,2019-11
CENTRO ORTODONTICO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.87338689,-116.6230062,2014-12
CENTRO PROFESIONAL ODONTOLOGICO,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53303167,-117.0400156,2014-12
CENTURY DENTAL,621211,Consultorios dentales del sector privado,6 a 10 personas,22115,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49904688,-116.9663799,2019-11
CENTURY DENTAL,621211,Consultorios dentales del sector privado,6 a 10 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52960015,-117.0369659,2019-11
CG DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71766662,-114.7278427,2019-11
CG DENTAL SMILECENTER,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66544101,-115.4777123,2019-11
CHAIREZ DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71771382,-114.7291458,2014-12
CHANG DDS,621211,Consultorios dentales del sector privado,0 a 5 personas,21400,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57491,-116.6273546,2014-12
CHAPA DENTAL CENTER,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66591006,-115.4737552,2010-07
CHIP DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71706762,-114.7287657,2010-07
CIMARRON DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21290,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.62843339,-115.4231966,2019-11
CINEO,621211,Consultorios dentales del sector privado,31 a 50 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53423515,-117.0524605,2016-01
CIRCLE DENTAL GRUP,621211,Consultorios dentales del sector privado,11 a 30 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71713464,-114.7304395,2010-07
CIRO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.7170395,-114.7308538,2019-11
CIRUJANO DENTAL AYALA,621211,Consultorios dentales del sector privado,0 a 5 personas,22186,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.46469563,-116.980314,2019-11
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52442131,-117.0136021,2014-12
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52552452,-117.0369155,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52540974,-117.0232676,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22710,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.35729638,-117.0620817,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21739,2,BAJA CALIFORNIA,2,Mexicali,110,Colonia Venustiano Carranza (La Carranza),32.23960477,-115.1668209,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,6 a 10 personas,22405,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53312612,-117.1137572,2014-12
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53234763,-117.0424099,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.86762016,-116.6172207,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5315402,-117.0402205,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53465883,-117.0449904,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5348757,-117.042505,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21220,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66613076,-115.412361,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21389,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.61442353,-115.4476606,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21290,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63616951,-115.4361896,2010-07
CIRUJANO DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66664581,-115.4612382,2010-07
CIRUJANO DENTISTA C. D. KARINA SANCHEZ GARCIA,621211,Consultorios dentales del sector privado,0 a 5 personas,21060,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63669478,-115.4761261,2019-11
CIRUJANO DENTISTA DR JOSE LUIS HARO,621211,Consultorios dentales del sector privado,0 a 5 personas,21250,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.64349973,-115.4279996,2019-11
CIRUJANO DENTISTA MAUREN AMEZCUA,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.65717294,-115.4657896,2010-07
CIRUJANO DENTISTA SIN NOMBRE,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52540974,-117.0232676,2010-07
CIRUJANOS DENTISTAS,621211,Consultorios dentales del sector privado,6 a 10 personas,22115,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.4929094,-116.9561186,2010-07
CITY DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52413965,-117.0293363,2014-12
CITY DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22126,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.46328122,-116.9284708,2014-12
CITY ONE DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22015,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5228149,-117.0266073,2014-12
CLARIDENT,621211,Consultorios dentales del sector privado,0 a 5 personas,21410,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.5719416,-116.6361849,2019-11
CLIA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71593084,-114.7295433,2014-12
CLIDDE CLINICA DENTAL ESPECIALIZADA,621211,Consultorios dentales del sector privado,0 a 5 personas,21218,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66436146,-115.4356345,2019-11
CLINICA  LOS ANGELES,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53680134,-117.0360847,2019-11
CLINICA  MACRO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22115,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49562568,-116.9323717,2012-06
CLINICA ALL DENT,621211,Consultorios dentales del sector privado,0 a 5 personas,21399,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.61385682,-115.4055945,2014-12
CLINICA AMERICAN BIODENTAL,621211,Consultorios dentales del sector privado,6 a 10 personas,,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,10.25839375,-124.4455263,2010-07
CLINICA BIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21260,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.64411147,-115.4430638,2019-11
CLINICA CENTAL MERLY,621211,Consultorios dentales del sector privado,0 a 5 personas,22457,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53245745,-116.9448577,2019-11
CLINICA CLEANDENT,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53379589,-117.0396616,2014-12
CLINICA DE DENTAL INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52480561,-117.0226533,2019-11
CLÃNICA DE ENDODONCIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.86770352,-116.6186266,2010-07
CLINICA DE ESPECIALIDADES DENTALES DENTAL BIORAL,621211,Consultorios dentales del sector privado,6 a 10 personas,21420,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57515124,-116.6234162,2019-11
CLINICA DE ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,0 a 5 personas,22320,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52483785,-117.0155094,2019-11
CLINICA DE ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,0 a 5 personas,21280,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.62915999,-115.4507866,2010-07
CLINICA DE ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,0 a 5 personas,22320,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52483785,-117.0155094,2019-11
CLINICA DE ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21337,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.60873143,-115.4715527,2019-11
CLINICA DE ODONTOLOGIA QUIRURGICA,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66051795,-115.4731959,2014-12
CLINICA DE ORTODONCIA DIAZ DUARTE,621211,Consultorios dentales del sector privado,6 a 10 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66536552,-115.4787128,2014-12
CLINICA DE ORTODONCIA SIN NOMBRE,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66267106,-115.4732673,2019-11
CLINICA DE PERIODONCIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.8649864,-116.6183249,2010-07
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22785,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.79670645,-116.5938758,2014-12
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66137692,-115.4788976,2010-07
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53258805,-117.043239,2014-12
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53461929,-117.0367721,2014-12
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22930,2,BAJA CALIFORNIA,1,Ensenada,133,LÃ¡zaro CÃ¡rdenas,30.54690288,-115.9350574,2014-12
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22215,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49818947,-116.8925559,2019-11
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22607,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.48344336,-117.0692842,2019-11
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22707,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.34277515,-117.0573443,2014-12
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66110297,-115.4752006,2019-11
CLINICA DENTAL,621211,Consultorios dentales del sector privado,6 a 10 personas,21297,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63357349,-115.4143411,2014-12
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.86421797,-116.6199092,2010-07
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21410,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57369856,-116.6437988,2010-07
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22470,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.547378,-116.8931673,2010-07
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21399,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.6103544,-115.3870202,2019-11
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22232,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53343835,-116.9405686,2010-07
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53487584,-117.0425034,2010-07
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22610,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51072616,-117.0637938,2014-12
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52974455,-117.0336668,2019-11
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22040,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52102587,-117.029073,2019-11
CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21850,2,BAJA CALIFORNIA,2,Mexicali,284,San Felipe,31.01852411,-114.8354539,2010-07
CLÃNICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21380,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.60147755,-115.4726265,2014-12
